Area;Year;Month;Labor Force;Employed;Unemployed;Unemployment Rate                                                                                                                                                                      
Saratoga County;1999;11;106500;103300;3300;03. Jan
Saratoga County;1999;12;106400;103000;3400;03. Feb
Saratoga County;1998;1;105200;100200;5000;04. Aug
Saratoga County;1998;2;105400;100500;4900;04. Jul
Saratoga County;1998;3;105100;100600;4500;04. MŠr
Saratoga County;1998;4;104800;101500;3300;03. Feb
Saratoga County;1998;5;105500;102200;3300;03. Jan
Saratoga County;1998;6;106900;103700;3200;3.0
Saratoga County;1998;7;106400;103500;2900;02. Jul
Saratoga County;1998;8;106500;103500;3000;02. Aug
Saratoga County;1998;9;105000;101600;3400;03. MŠr
Saratoga County;1998;10;105400;102000;3300;03. Feb
Saratoga County;1998;11;106200;102800;3400;03. Feb
Saratoga County;1998;12;105600;102200;3500;03. MŠr
Saratoga County;1997;1;102300;97300;4900;04. Aug
Saratoga County;1997;2;103200;98200;5000;04. Aug
Saratoga County;1997;3;104100;99400;4700;04. Mai
Saratoga County;1997;4;103700;99800;4000;03. Aug
Saratoga County;1997;5;104400;100700;3700;03. Jun
Saratoga County;1997;6;105500;101900;3700;03. Mai
Saratoga County;1997;7;105600;102000;3600;03. Apr
Saratoga County;1997;8;105500;102000;3400;03. MŠr
Saratoga County;1997;9;103600;99700;3900;03. Jul
Saratoga County;1997;10;104000;100200;3800;03. Jul
Saratoga County;1997;11;104700;100700;4000;03. Aug
Saratoga County;1997;12;104500;100300;4200;4.0
Saratoga County;1996;1;100500;94900;5600;05. Jun
Saratoga County;1996;2;101500;95900;5600;05. Mai
Saratoga County;1996;3;101600;96200;5400;05. MŠr
Saratoga County;1996;4;101400;96700;4700;04. Jun
Saratoga County;1996;5;101200;96700;4500;04. Mai
Saratoga County;1996;6;101900;97900;4000;03. Sep
Saratoga County;1996;7;102300;98100;4200;04. Jan
Saratoga County;1996;8;102200;98700;3600;03. Mai
Saratoga County;1996;9;100900;97000;3800;03. Aug
Saratoga County;1996;10;101300;97700;3600;03. Jun
Saratoga County;1996;11;101700;98000;3700;03. Jun
Saratoga County;1996;12;101400;97500;4000;03. Sep
Saratoga County;1995;1;102200;96600;5600;05. Mai
Saratoga County;1995;2;102600;97100;5500;05. MŠr
Saratoga County;1995;3;102200;96900;5300;05. Jan
Saratoga County;1995;4;101900;97100;4800;04. Jul
Saratoga County;1995;5;100900;96500;4300;04. MŠr
Saratoga County;1995;6;101700;97700;4000;4.0
Saratoga County;1995;7;102300;98100;4200;04. Jan
Saratoga County;1995;8;101400;97100;4300;04. Feb
Saratoga County;1995;9;99700;94900;4900;04. Sep
Saratoga County;1995;10;100300;95600;4700;04. Jun
Saratoga County;1995;11;100400;95700;4600;04. Jun
Saratoga County;1995;12;100000;95200;4900;04. Sep
Saratoga County;1994;1;102200;96300;5900;05. Aug
Saratoga County;1994;2;102500;96500;6000;05. Aug
Saratoga County;1994;3;102000;96100;5900;05. Aug
Saratoga County;1994;4;101500;96100;5400;05. MŠr
Saratoga County;1994;5;101600;96900;4700;04. Jun
Saratoga County;1994;6;103000;98500;4500;04. Apr
Saratoga County;1994;7;104200;99700;4500;04. MŠr
Saratoga County;1994;8;103900;99700;4200;04. Jan
Saratoga County;1994;9;101600;97100;4500;04. Apr
Saratoga County;1994;10;102700;98300;4400;04. MŠr
Saratoga County;1994;11;102600;98300;4300;04. Feb
Saratoga County;1994;12;102400;97800;4600;04. Mai
Saratoga County;1993;1;99800;93300;6500;06. Mai
Saratoga County;1993;2;100100;93600;6500;06. Mai
Saratoga County;1993;3;100400;94500;5900;05. Sep
Saratoga County;1993;4;99900;94600;5300;05. MŠr
Saratoga County;1993;5;100500;95600;4900;04. Sep
Saratoga County;1993;6;102100;97400;4700;04. Jun
Saratoga County;1993;7;101800;97600;4200;04. Jan
Saratoga County;1993;8;101300;97200;4100;4.0
Saratoga County;1993;9;98900;94500;4400;04. Mai
Saratoga County;1993;10;100100;95500;4600;04. Jun
Saratoga County;1993;11;100500;95900;4600;04. Jun
Saratoga County;1993;12;100400;95600;4900;04. Sep
Saratoga County;1992;1;98100;91200;6900;7.0
Saratoga County;1992;2;98100;91100;7100;07. Feb
Saratoga County;1992;3;98300;91700;6700;06. Aug
Saratoga County;1992;4;98200;92000;6200;06. MŠr
Saratoga County;1992;5;98000;92400;5600;05. Jul
Saratoga County;1992;6;100000;94600;5400;05. Apr
Saratoga County;1992;7;100600;95300;5300;05. MŠr
Saratoga County;1992;8;100700;95500;5100;05. Jan
Saratoga County;1992;9;98100;92600;5500;05. Jun
Saratoga County;1992;10;99100;93700;5400;05. Mai
Saratoga County;1992;11;99500;93800;5700;05. Aug
Saratoga County;1992;12;99300;93500;5900;05. Sep
Saratoga County;1991;1;97900;92100;5700;05. Aug
Saratoga County;1991;2;98400;92100;6200;06. MŠr
Saratoga County;1991;3;98200;92000;6200;06. Apr
Saratoga County;1991;4;97900;92500;5400;05. Jun
Saratoga County;1991;5;97100;92000;5100;05. Feb
Saratoga County;1991;6;99800;94600;5200;05. Feb
Saratoga County;1991;7;99700;94600;5100;05. Jan
Saratoga County;1991;8;98800;94200;4600;04. Jul
Saratoga County;1991;9;96700;91800;5000;05. Jan
Saratoga County;1991;10;97100;92300;4800;04. Sep
Saratoga County;1991;11;96900;91800;5200;05. MŠr
Saratoga County;1991;12;96100;90400;5700;6.0
Saratoga County;1990;1;95800;91600;4200;04. Apr
Saratoga County;1990;2;95900;91600;4400;04. Mai
Saratoga County;1990;3;96200;92200;4000;04. Feb
Saratoga County;1990;4;96300;92900;3500;03. Jun
Saratoga County;1990;5;96900;93600;3200;03. MŠr
Saratoga County;1990;6;98600;95700;2900;3.0
Saratoga County;1990;7;99000;96200;2900;02. Sep
Saratoga County;1990;8;98400;95600;2800;02. Aug
Saratoga County;1990;9;96400;93100;3300;03. Apr
Saratoga County;1990;10;96700;93400;3200;03. Apr
Saratoga County;1990;11;96200;92700;3500;03. Jun
Saratoga County;1990;12;96400;92100;4300;04. Apr
Suffolk County;2022;1;785300;755400;29900;03. Aug
Suffolk County;2022;2;783100;752000;31200;4.0
Suffolk County;2022;3;790500;762800;27700;03. Mai
Suffolk County;2022;4;792800;770100;22700;02. Sep
Suffolk County;2022;5;798500;775700;22800;02. Sep
Suffolk County;2022;6;812600;787300;25300;03. Jan
Suffolk County;2022;7;818300;790300;28100;03. Apr
Suffolk County;2022;8;814600;785700;28800;03. Mai
Suffolk County;2022;9;801400;778500;22900;02. Sep
Suffolk County;2022;10;798800;777600;21200;02. Jul
Suffolk County;2022;11;795100;772600;22500;02. Aug
Suffolk County;2022;12;792500;770100;22400;02. Aug
Suffolk County;2021;1;770300;723500;46800;06. Jan
Suffolk County;2021;2;768400;719200;49100;06. Apr
Suffolk County;2021;3;774500;729200;45300;05. Aug
Suffolk County;2021;4;775800;736400;39400;05. Jan
Suffolk County;2021;5;777100;741300;35800;04. Jun
Suffolk County;2021;6;793900;754400;39500;5.0
Suffolk County;2021;7;802500;763900;38600;04. Aug
Suffolk County;2021;8;793800;757700;36100;04. Mai
Suffolk County;2021;9;782100;752400;29700;03. Aug
Suffolk County;2021;10;781400;754700;26800;03. Apr
Suffolk County;2021;11;781900;757300;24700;03. Feb
Suffolk County;2021;12;781100;759200;21900;02. Aug
Suffolk County;2020;1;804100;771000;33100;04. Jan
Suffolk County;2020;2;798500;765400;33100;04. Jan
Suffolk County;2020;3;796100;758600;37500;04. Jul
Suffolk County;2020;4;756300;616500;139800;18. Mai
Suffolk County;2020;5;771000;661700;109300;14. Feb
Suffolk County;2020;6;781900;692700;89200;11. Apr
Suffolk County;2020;7;792800;712100;80700;10. Feb
Suffolk County;2020;8;787300;725000;62400;07. Sep
Suffolk County;2020;9;774100;721200;53000;06. Aug
Suffolk County;2020;10;772800;730200;42600;05. Mai
Suffolk County;2020;11;772000;731800;40200;05. Feb
Suffolk County;2020;12;772100;731100;41000;05. MŠr
Suffolk County;2019;1;789800;756900;32900;04. Feb
Suffolk County;2019;2;784500;752800;31700;4.0
Suffolk County;2019;3;792600;763200;29400;03. Jul
Suffolk County;2019;4;789700;765900;23800;3.0
Suffolk County;2019;5;794600;770600;24100;3.0
Suffolk County;2019;6;805900;779700;26200;03. Feb
Suffolk County;2019;7;815600;784300;31400;03. Aug
Suffolk County;2019;8;809300;777600;31700;03. Sep
Suffolk County;2019;9;800500;774600;25900;03. Feb
Suffolk County;2019;10;799900;773300;26600;03. MŠr
Suffolk County;2019;11;802200;775200;27000;03. Apr
Suffolk County;2019;12;799400;771000;28400;03. Jun
Suffolk County;2018;1;782500;744100;38400;04. Sep
Suffolk County;2018;2;778700;739000;39700;05. Jan
Suffolk County;2018;3;786000;751300;34700;04. Apr
Suffolk County;2018;4;788200;759100;29100;03. Jul
Suffolk County;2018;5;794300;767800;26500;03. MŠr
Suffolk County;2018;6;810500;780900;29600;03. Jun
Suffolk County;2018;7;813100;781000;32100;03. Sep
Suffolk County;2018;8;802100;770800;31300;03. Sep
Suffolk County;2018;9;793900;768400;25500;03. Feb
Suffolk County;2018;10;792700;767700;25000;03. Feb
Suffolk County;2018;11;790200;765600;24600;03. Jan
Suffolk County;2018;12;792100;765600;26500;03. MŠr
Suffolk County;2017;1;780600;742700;37900;04. Sep
Suffolk County;2017;2;773900;733900;40000;05. Feb
Suffolk County;2017;3;782700;747700;35000;04. Mai
Suffolk County;2017;4;784900;752700;32200;04. Jan
Suffolk County;2017;5;791200;759100;32000;4.0
Suffolk County;2017;6;806000;771900;34200;04. Feb
Suffolk County;2017;7;811900;773900;38000;04. Jul
Suffolk County;2017;8;804700;766100;38600;04. Aug
Suffolk County;2017;9;797000;763300;33700;04. Feb
Suffolk County;2017;10;788600;755400;33200;04. Feb
Suffolk County;2017;11;785400;751400;34000;04. MŠr
Suffolk County;2017;12;785700;752100;33700;04. MŠr
Suffolk County;2016;1;772500;735900;36600;04. Jul
Suffolk County;2016;2;765700;727400;38300;5.0
Suffolk County;2016;3;773100;737300;35800;04. Jun
Suffolk County;2016;4;770900;738500;32400;04. Feb
Suffolk County;2016;5;775100;744700;30400;03. Sep
Suffolk County;2016;6;785900;753100;32800;04. Feb
Suffolk County;2016;7;789000;752700;36400;04. Jun
Suffolk County;2016;8;783300;746900;36400;04. Jun
Suffolk County;2016;9;772200;738400;33800;04. Apr
Suffolk County;2016;10;768900;735500;33400;04. MŠr
Suffolk County;2016;11;766500;734500;31900;04. Feb
Suffolk County;2016;12;767800;734600;33200;04. MŠr
Suffolk County;2015;1;766200;723400;42800;05. Jun
Suffolk County;2015;2;760000;716400;43600;05. Jul
Suffolk County;2015;3;766700;726900;39800;05. Feb
Suffolk County;2015;4;769800;733900;35800;04. Jul
Suffolk County;2015;5;777500;741100;36400;04. Jul
Suffolk County;2015;6;788300;751600;36700;04. Jul
Suffolk County;2015;7;789700;750400;39300;5.0
Suffolk County;2015;8;784900;748000;36900;04. Jul
Suffolk County;2015;9;773500;740500;33000;04. MŠr
Suffolk County;2015;10;773400;741100;32300;04. Feb
Suffolk County;2015;11;771800;740100;31700;04. Jan
Suffolk County;2015;12;776400;743600;32800;04. Feb
Suffolk County;2014;1;766600;717700;48800;06. Apr
Suffolk County;2014;2;758100;707300;50700;06. Jul
Suffolk County;2014;3;763800;717600;46200;06. Jan
Suffolk County;2014;4;758800;720800;38000;5.0
Suffolk County;2014;5;764200;725100;39200;05. Jan
Suffolk County;2014;6;777000;736800;40200;05. Feb
Suffolk County;2014;7;781200;737500;43800;05. Jun
Suffolk County;2014;8;772900;729900;43000;05. Jun
Suffolk County;2014;9;758900;720600;38300;5.0
Suffolk County;2014;10;760900;724000;36900;04. Aug
Suffolk County;2014;11;759300;722500;36800;04. Aug
Suffolk County;2014;12;759100;723000;36200;04. Aug
Suffolk County;2013;1;779200;715400;63800;08. Feb
Suffolk County;2013;2;769700;707200;62500;08. Jan
Suffolk County;2013;3;772900;717000;55900;07. Feb
Suffolk County;2013;4;776300;725600;50700;06. Mai
Suffolk County;2013;5;781200;729800;51400;06. Jun
Suffolk County;2013;6;798700;745000;53700;06. Jul
Suffolk County;2013;7;799100;743800;55300;06. Sep
Suffolk County;2013;8;790800;737200;53600;06. Aug
Suffolk County;2013;9;778000;728800;49200;06. MŠr
Suffolk County;2013;10;776300;727300;49000;06. MŠr
Suffolk County;2013;11;773500;728900;44600;05. Aug
Suffolk County;2013;12;770600;726900;43600;05. Jul
Suffolk County;2012;1;770200;705600;64600;08. Apr
Suffolk County;2012;2;766900;699900;67000;08. Jul
Suffolk County;2012;3;771100;708400;62700;08. Jan
Suffolk County;2012;4;770300;711500;58800;07. Jun
Suffolk County;2012;5;775600;715800;59900;07. Jul
Suffolk County;2012;6;792000;729300;62800;07. Sep
Suffolk County;2012;7;793600;726700;66900;08. Apr
Suffolk County;2012;8;785600;721000;64600;08. Feb
Suffolk County;2012;9;777500;719200;58300;07. Mai
Suffolk County;2012;10;782600;725100;57500;07. Apr
Suffolk County;2012;11;774500;717800;56600;07. MŠr
Suffolk County;2012;12;778700;721200;57600;07. Apr
Suffolk County;2011;1;769400;704400;65000;08. Apr
Suffolk County;2011;2;762500;697600;64900;08. Mai
Suffolk County;2011;3;765700;705900;59800;07. Aug
Suffolk County;2011;4;765000;709900;55100;07. Feb
Suffolk County;2011;5;768900;713700;55200;07. Feb
Suffolk County;2011;6;782800;724600;58200;07. Apr
Suffolk County;2011;7;783300;722400;60900;07. Aug
Suffolk County;2011;8;780500;720100;60400;07. Jul
Suffolk County;2011;9;770000;712100;57900;07. Mai
Suffolk County;2011;10;771900;714800;57100;07. Apr
Suffolk County;2011;11;768500;712100;56400;07. MŠr
Suffolk County;2011;12;771100;712000;59100;07. Jul
Suffolk County;2010;1;774100;707000;67200;08. Jul
Suffolk County;2010;2;768400;700300;68100;08. Sep
Suffolk County;2010;3;774700;710300;64400;08. MŠr
Suffolk County;2010;4;779100;719300;59800;07. Jul
Suffolk County;2010;5;778200;720100;58100;07. Mai
Suffolk County;2010;6;792100;732200;59900;07. Jun
Suffolk County;2010;7;792000;728500;63500;8.0
Suffolk County;2010;8;788400;726200;62200;07. Sep
Suffolk County;2010;9;776400;717300;59000;07. Jun
Suffolk County;2010;10;775700;717900;57800;07. Mai
Suffolk County;2010;11;772800;713300;59500;07. Jul
Suffolk County;2010;12;770700;711500;59100;07. Jul
Suffolk County;2009;1;788600;732700;55800;07. Jan
Suffolk County;2009;2;784900;724700;60200;07. Jul
Suffolk County;2009;3;789200;730700;58500;07. Apr
Suffolk County;2009;4;790500;735900;54600;06. Sep
Suffolk County;2009;5;792600;736900;55600;7.0
Suffolk County;2009;6;808200;748900;59300;07. MŠr
Suffolk County;2009;7;807600;746600;61000;07. Jun
Suffolk County;2009;8;801600;741000;60600;07. Jun
Suffolk County;2009;9;787900;728300;59600;07. Jun
Suffolk County;2009;10;786100;727300;58800;07. Mai
Suffolk County;2009;11;783700;725200;58500;07. Mai
Suffolk County;2009;12;784500;723400;61000;07. Aug
Suffolk County;2008;1;787200;750100;37100;04. Jul
Suffolk County;2008;2;780800;742600;38200;04. Sep
Suffolk County;2008;3;786200;750400;35800;04. Jun
Suffolk County;2008;4;786300;754300;32000;04. Jan
Suffolk County;2008;5;791000;755500;35400;04. Mai
Suffolk County;2008;6;807300;769700;37500;04. Jun
Suffolk County;2008;7;811100;769200;41800;05. Feb
Suffolk County;2008;8;804700;761700;43000;05. MŠr
Suffolk County;2008;9;792200;751600;40600;05. Jan
Suffolk County;2008;10;795100;754400;40800;05. Jan
Suffolk County;2008;11;791100;748500;42600;05. Apr
Suffolk County;2008;12;794000;746600;47400;6.0
Suffolk County;2007;1;782800;750300;32400;04. Jan
Suffolk County;2007;2;776600;743800;32900;04. Feb
Suffolk County;2007;3;779400;750600;28700;03. Jul
Suffolk County;2007;4;779800;753800;26000;03. MŠr
Suffolk County;2007;5;780700;754500;26100;03. MŠr
Suffolk County;2007;6;800600;772200;28400;03. Mai
Suffolk County;2007;7;800900;768300;32600;04. Jan
Suffolk County;2007;8;792900;761400;31400;4.0
Suffolk County;2007;9;784000;754100;29900;03. Aug
Suffolk County;2007;10;784200;755600;28500;03. Jun
Suffolk County;2007;11;786500;757200;29400;03. Jul
Suffolk County;2007;12;789800;758100;31700;4.0
Suffolk County;2006;1;779700;746000;33700;04. MŠr
Suffolk County;2006;2;776400;740200;36300;04. Jul
Suffolk County;2006;3;780100;747100;33000;04. Feb
Suffolk County;2006;4;782600;750400;32100;04. Jan
Suffolk County;2006;5;785300;756000;29300;03. Jul
Suffolk County;2006;6;803000;772900;30200;03. Aug
Suffolk County;2006;7;803800;769500;34300;04. MŠr
Suffolk County;2006;8;796700;765000;31700;4.0
Suffolk County;2006;9;779800;751500;28400;03. Jun
Suffolk County;2006;10;785100;759000;26000;03. MŠr
Suffolk County;2006;11;786400;759000;27500;03. Mai
Suffolk County;2006;12;789000;762200;26800;03. Apr
Suffolk County;2005;1;765400;727900;37400;04. Sep
Suffolk County;2005;2;762900;724200;38700;05. Jan
Suffolk County;2005;3;762500;730800;31700;04. Feb
Suffolk County;2005;4;768500;738500;30000;03. Sep
Suffolk County;2005;5;772400;742200;30300;03. Sep
Suffolk County;2005;6;788500;756400;32000;04. Jan
Suffolk County;2005;7;794100;758600;35500;04. Mai
Suffolk County;2005;8;788700;756400;32400;04. Jan
Suffolk County;2005;9;777600;745700;31900;04. Jan
Suffolk County;2005;10;781000;751000;30000;03. Aug
Suffolk County;2005;11;779400;747700;31700;04. Jan
Suffolk County;2005;12;785300;754600;30700;03. Sep
Suffolk County;2004;1;757800;715000;42800;05. Jun
Suffolk County;2004;2;755900;713600;42300;05. Jun
Suffolk County;2004;3;758100;717200;40900;05. Apr
Suffolk County;2004;4;756700;721600;35100;04. Jun
Suffolk County;2004;5;757800;724500;33300;04. Apr
Suffolk County;2004;6;778100;742300;35800;04. Jun
Suffolk County;2004;7;784100;746400;37700;04. Aug
Suffolk County;2004;8;778500;743100;35400;04. Mai
Suffolk County;2004;9;763400;730100;33300;04. Apr
Suffolk County;2004;10;768800;736900;31900;04. Jan
Suffolk County;2004;11;771200;738600;32700;04. Feb
Suffolk County;2004;12;774100;740200;34000;04. Apr
Suffolk County;2003;1;757500;717300;40200;05. MŠr
Suffolk County;2003;2;755500;715600;39900;05. MŠr
Suffolk County;2003;3;757800;720300;37500;04. Sep
Suffolk County;2003;4;758400;723700;34700;04. Jun
Suffolk County;2003;5;756400;722700;33700;04. Mai
Suffolk County;2003;6;774500;737000;37500;04. Aug
Suffolk County;2003;7;771200;732400;38800;5.0
Suffolk County;2003;8;764500;726800;37700;04. Sep
Suffolk County;2003;9;750900;715100;35800;04. Aug
Suffolk County;2003;10;757900;723000;34900;04. Jun
Suffolk County;2003;11;759800;723600;36200;04. Aug
Suffolk County;2003;12;760400;724300;36100;04. Aug
Suffolk County;2002;1;736000;696600;39400;05. Apr
Suffolk County;2002;2;742600;702600;39900;05. Apr
Suffolk County;2002;3;745200;708000;37200;5.0
Suffolk County;2002;4;747100;712900;34200;04. Jun
Suffolk County;2002;5;751200;718100;33100;04. Apr
Suffolk County;2002;6;765200;730000;35200;04. Jun
Suffolk County;2002;7;768400;730400;38000;04. Sep
Suffolk County;2002;8;766300;730100;36200;04. Jul
Suffolk County;2002;9;755200;721900;33400;04. Apr
Suffolk County;2002;10;757800;725800;32000;04. Feb
Suffolk County;2002;11;754500;720300;34200;04. Mai
Suffolk County;2002;12;759600;724700;34900;04. Jun
Suffolk County;2001;1;732500;704000;28500;03. Sep
Suffolk County;2001;2;728100;700400;27700;03. Aug
Suffolk County;2001;3;731900;706600;25200;03. Apr
Suffolk County;2001;4;728700;704700;23900;03. MŠr
Suffolk County;2001;5;730200;707600;22600;03. Jan
Suffolk County;2001;6;745000;719400;25600;03. Apr
Suffolk County;2001;7;751300;722600;28700;03. Aug
Suffolk County;2001;8;744200;714100;30100;4.0
Suffolk County;2001;9;733600;704700;29000;03. Sep
Suffolk County;2001;10;737900;707900;30000;04. Jan
Suffolk County;2001;11;738900;706900;32000;04. MŠr
Suffolk County;2001;12;745300;711500;33800;04. Mai
Suffolk County;2000;1;728500;698700;29800;04. Jan
Suffolk County;2000;2;727400;697400;30000;04. Jan
Suffolk County;2000;3;726900;700700;26200;03. Jun
Suffolk County;2000;4;729700;707300;22400;03. Jan
Suffolk County;2000;5;730100;707200;22900;03. Jan
Suffolk County;2000;6;743300;719500;23800;03. Feb
Suffolk County;2000;7;744000;717800;26300;03. Mai
Suffolk County;2000;8;740800;714600;26100;03. Mai
Suffolk County;2000;9;727100;702600;24400;03. Apr
Suffolk County;2000;10;731300;708800;22500;03. Jan
Suffolk County;2000;11;731600;708700;22900;03. Jan
Suffolk County;2000;12;738800;716200;22600;03. Jan
Suffolk County;1999;1;724400;697800;26600;03. Jul
Suffolk County;1999;2;721000;692700;28300;03. Sep
Suffolk County;1999;3;725200;699100;26200;03. Jun
Suffolk County;1999;4;722100;698100;24000;03. MŠr
Suffolk County;1999;5;727100;703400;23700;03. MŠr
Suffolk County;1999;6;744700;717600;27000;03. Jun
Suffolk County;1999;7;747900;716400;31500;04. Feb
Suffolk County;1999;8;744500;714600;29900;4.0
Suffolk County;1999;9;725300;699500;25800;03. Jun
Suffolk County;1999;10;730300;707100;23200;03. Feb
Suffolk County;1999;11;731800;708900;22900;03. Jan
Suffolk County;1999;12;735800;713200;22600;03. Jan
Suffolk County;1998;1;714000;683000;31000;04. MŠr
Suffolk County;1998;2;711900;681100;30800;04. MŠr
Suffolk County;1998;3;716500;688300;28200;03. Sep
Suffolk County;1998;4;714600;689100;25600;03. Jun
Suffolk County;1998;5;719800;696100;23800;03. MŠr
Suffolk County;1998;6;737300;712300;25000;03. Apr
Suffolk County;1998;7;736400;709300;27100;03. Jul
Suffolk County;1998;8;732700;705400;27400;03. Jul
Suffolk County;1998;9;717800;693800;24000;03. MŠr
Suffolk County;1998;10;723300;700900;22400;03. Jan
Suffolk County;1998;11;726000;703900;22100;3.0
Suffolk County;1998;12;727800;706100;21700;3.0
Suffolk County;1997;1;700200;667700;32500;04. Jun
Suffolk County;1997;2;698800;665200;33600;04. Aug
Suffolk County;1997;3;707200;676600;30600;04. MŠr
Suffolk County;1997;4;706600;680000;26500;03. Aug
Suffolk County;1997;5;713600;686200;27400;03. Aug
Suffolk County;1997;6;730100;699600;30500;04. Feb
Suffolk County;1997;7;736600;701100;35500;04. Aug
Suffolk County;1997;8;732600;698200;34400;04. Jul
Suffolk County;1997;9;714200;683000;31200;04. Apr
Suffolk County;1997;10;715400;686900;28500;4.0
Suffolk County;1997;11;718300;691200;27100;03. Aug
Suffolk County;1997;12;721000;694000;27000;03. Jul
Suffolk County;1996;1;680700;641000;39700;05. Aug
Suffolk County;1996;2;682300;644300;38000;05. Jun
Suffolk County;1996;3;687400;651500;35900;05. Feb
Suffolk County;1996;4;688800;654800;33900;04. Sep
Suffolk County;1996;5;694400;662500;31900;04. Jun
Suffolk County;1996;6;711200;679900;31300;04. Apr
Suffolk County;1996;7;718200;682000;36200;5.0
Suffolk County;1996;8;714400;682100;32200;04. Mai
Suffolk County;1996;9;698500;670200;28300;04. Jan
Suffolk County;1996;10;704300;678100;26200;03. Jul
Suffolk County;1996;11;704200;677800;26500;03. Aug
Suffolk County;1996;12;708500;681200;27300;03. Sep
Suffolk County;1995;1;690600;647900;42700;06. Feb
Suffolk County;1995;2;687900;647300;40600;05. Sep
Suffolk County;1995;3;688800;651000;37800;05. Mai
Suffolk County;1995;4;686100;650900;35200;05. Jan
Suffolk County;1995;5;686300;650900;35400;05. Feb
Suffolk County;1995;6;704700;668000;36800;05. Feb
Suffolk County;1995;7;715400;673600;41800;05. Aug
Suffolk County;1995;8;704200;664100;40100;05. Jul
Suffolk County;1995;9;687500;651000;36400;05. MŠr
Suffolk County;1995;10;688200;654300;33900;04. Sep
Suffolk County;1995;11;688200;655300;32900;04. Aug
Suffolk County;1995;12;687200;654100;33100;04. Aug
Suffolk County;1994;1;691200;639800;51400;07. Apr
Suffolk County;1994;2;686300;633900;52400;07. Jun
Suffolk County;1994;3;688000;639700;48300;7.0
Suffolk County;1994;4;683000;641300;41700;06. Jan
Suffolk County;1994;5;687300;647400;39900;05. Aug
Suffolk County;1994;6;704000;661300;42700;06. Jan
Suffolk County;1994;7;709800;663400;46300;06. Mai
Suffolk County;1994;8;702800;658600;44200;06. MŠr
Suffolk County;1994;9;687700;647700;40000;05. Aug
Suffolk County;1994;10;690900;653700;37200;05. Apr
Suffolk County;1994;11;692300;655500;36700;05. MŠr
Suffolk County;1994;12;693300;658400;34900;5.0
Suffolk County;1993;1;688500;632100;56400;08. Feb
Suffolk County;1993;2;685600;629600;56000;08. Feb
Suffolk County;1993;3;689500;637700;51800;07. Mai
Suffolk County;1993;4;687700;640800;47000;06. Aug
Suffolk County;1993;5;695900;645800;50200;07. Feb
Suffolk County;1993;6;714800;660800;54100;07. Jun
Suffolk County;1993;7;711800;657500;54200;07. Jun
Suffolk County;1993;8;707500;654000;53500;07. Jun
Suffolk County;1993;9;690200;640000;50100;07. MŠr
Suffolk County;1993;10;692800;644900;48000;06. Sep
Suffolk County;1993;11;693300;647000;46300;06. Jul
Suffolk County;1993;12;692600;647400;45200;06. Mai
Suffolk County;1992;1;689200;631400;57800;08. Apr
Suffolk County;1992;2;684300;624000;60200;08. Aug
Suffolk County;1992;3;686900;629800;57100;08. MŠr
Suffolk County;1992;4;686600;634000;52600;07. Jul
Suffolk County;1992;5;690800;635000;55900;08. Jan
Suffolk County;1992;6;712900;650600;62300;08. Jul
Suffolk County;1992;7;715300;651000;64300;9.0
Suffolk County;1992;8;704200;643600;60600;08. Jun
Suffolk County;1992;9;690700;630800;60000;08. Jul
Suffolk County;1992;10;687800;634400;53400;07. Aug
Suffolk County;1992;11;692600;638300;54300;07. Aug
Suffolk County;1992;12;691800;639200;52600;07. Jun
Suffolk County;1991;1;693400;650900;42500;06. Jan
Suffolk County;1991;2;694800;649600;45300;06. Mai
Suffolk County;1991;3;694500;649400;45000;06. Mai
Suffolk County;1991;4;698300;654300;44000;06. MŠr
Suffolk County;1991;5;702400;652600;49700;07. Jan
Suffolk County;1991;6;720200;668700;51500;07. Feb
Suffolk County;1991;7;722200;666400;55800;07. Jul
Suffolk County;1991;8;709900;654400;55500;07. Aug
Suffolk County;1991;9;697900;644200;53700;07. Jul
Suffolk County;1991;10;695400;646000;49400;07. Jan
Suffolk County;1991;11;681200;642200;39100;05. Jul
Suffolk County;1991;12;691000;640100;50900;07. Apr
Suffolk County;1990;1;707200;676400;30800;04. Apr
Suffolk County;1990;2;701100;670200;31000;04. Apr
Suffolk County;1990;3;704400;676300;28100;4.0
Suffolk County;1990;4;704300;677300;27100;03. Aug
Suffolk County;1990;5;708500;680400;28100;4.0
Suffolk County;1990;6;727100;698100;29000;4.0
Suffolk County;1990;7;734700;700500;34200;04. Jul
Suffolk County;1990;8;723600;689500;34100;04. Jul
Suffolk County;1990;9;706300;672700;33500;04. Jul
Suffolk County;1990;10;706500;673800;32700;04. Jun
Suffolk County;1990;11;704000;671000;33000;04. Jul
Suffolk County;1990;12;704100;668300;35700;05. Jan
Ulster County;2022;1;86200;82800;3400;03. Sep
Ulster County;2022;2;86600;83100;3500;04. Jan
Ulster County;2022;3;87300;84200;3100;03. Jun
Ulster County;2022;4;86800;84300;2600;3.0
Ulster County;2022;5;88100;85600;2500;02. Aug
Ulster County;2022;6;89200;86400;2900;03. Feb
Ulster County;2022;7;88700;85600;3000;03. Apr
Ulster County;2022;8;88200;85000;3100;03. Mai
Ulster County;2022;9;87900;85400;2500;02. Sep
Ulster County;2022;10;87700;85300;2300;02. Jun
Ulster County;2022;11;86500;84100;2400;02. Aug
Ulster County;2022;12;86100;83600;2500;02. Sep
